,GIG(0) (Black),GIG(0) (White),GIG(0) (B + W),GIG(20) (White),GIG(20) (Black),GIG(20) (B + W),IG (Black),IG (White),IG (Black + White),Gradient,Gradient x Image,Grad-CAM,RISE
0,0.6491852432773242,0.6964950739085767,0.6955331883200432,0.6942464702884898,0.730981689388596,0.7295842180168508,0.7186350360216204,0.7333933375203163,0.7328884641436996,0.48285129219527245,0.4572893198734116,0.8759951829494339,0.60254414030331
1,0.2925535675785051,0.35300596678082247,0.2951435149905697,0.29521649437066294,0.25905661299977145,0.2646320875872471,0.31382117937745946,0.26367831451411583,0.28162383655056894,0.4018739372096015,0.4538512384292258,0.2185734222012893,0.2992434048915289
2,0.6487732014653751,0.6308067095261629,0.6449380641023218,0.5956293060554729,0.6315348474309319,0.6001234491295117,0.5661604509198256,0.5987561185881993,0.580498520524357,0.5728264631252002,0.5435153035458544,0.7443114866942343,0.5083608612287406
3,0.6204724400099011,0.5727926298091552,0.6136520115404833,0.554584024784951,0.6557724457123111,0.6244374003018329,0.5969621694983673,0.6082221218309238,0.5981131085192355,0.6158943458068267,0.49791673540417525,0.5229931323192514,0.7112853380695581
4,0.7022874915754131,0.7481585369480301,0.7363176318105702,0.6485138045328595,0.6732530772305937,0.6975078980611265,0.6810710645134115,0.6902099852701442,0.695048665106803,0.685612623598369,0.6710785627491668,0.7864975838519527,0.535904333428829
5,0.6328413135427754,0.589217232142248,0.6274269840487203,0.548627976880152,0.6232717668722061,0.60605847469094,0.597388818400031,0.6125723419750779,0.5985895067639067,0.6016117005425593,0.47951944000422553,0.7370980616921247,0.44399892346852077
6,0.7292889804901291,0.7691421784486336,0.77028663906574,0.7293548646991257,0.6823470280502989,0.7158649950509596,0.7056370673844217,0.705352568769832,0.7152250292057952,0.6512325836748463,0.5717451307132856,0.7702674360239995,0.7948479834902054
7,0.5905758410050981,0.6397097240867291,0.6262581037969712,0.6354107496086603,0.5985862584512647,0.6173442136756484,0.6219254442292426,0.5992664008216706,0.61131712375462,0.5649901133254849,0.5258845011138112,0.6733777709350413,0.7685702612521152
8,0.6430202179824164,0.66076445523933,0.6699211900022577,0.5993950169971457,0.5830309827714262,0.6086491455217601,0.6111214085566539,0.5853342713077653,0.5906122001604639,0.5782183992473707,0.5565853096902617,0.6599942648077913,0.5334683985949911
9,0.6305373812205448,0.6305703735709343,0.6369695396256947,0.6469975603298532,0.6283742177954494,0.6449292556673489,0.5958588159842415,0.596760944913834,0.5980914827298232,0.3947329015266131,0.40804475421849873,0.8256416936412487,0.6627232757306488
10,0.658857361734384,0.6346685073197379,0.662668443439576,0.6891772981083083,0.6090607916362826,0.6320258394189775,0.636184436833263,0.629450130682715,0.6320406075927603,0.5881598368406799,0.4716244264915169,0.7703105429127493,0.6527860538376559
11,0.7423093830682932,0.7527908790626903,0.7719968470460835,0.7748468074188688,0.7431652700086219,0.7675462013961948,0.7573080488512167,0.7553627779124852,0.7618264997165951,0.4804766296606242,0.4612970193061658,0.9177122563078987,0.770023834415479
12,0.49511021929535487,0.5555983150670776,0.5485863630293627,0.5995226738116958,0.6238720518171267,0.6287273696509716,0.605283884601817,0.5860187690877703,0.6047382488595529,0.6127457190822667,0.6175108255560942,0.619606130743045,0.7131285825009523
13,0.6601597186149846,0.8896637368176746,0.7774981702730547,0.6959724817342482,0.7655891579467968,0.779631868541714,0.8624318680330902,0.8650863761875254,0.8674693094921692,0.8352669732736493,0.7853956302412619,0.7696998434045956,0.6608736070015531
14,0.4609171342538008,0.5244083493686365,0.49911480543628994,0.5142775375242573,0.4561174993481686,0.4768834076391263,0.5098720995573529,0.534655665648661,0.5200737412748331,0.4454448669904736,0.4306666750483585,0.38353399372397534,0.5073895965517552
15,0.6868347897795177,0.7875105535667273,0.7598408850300565,0.7145832685839778,0.7790989024109434,0.7720580197573605,0.7249549766699597,0.7024164767701532,0.7126600643506709,0.6001371911862331,0.5216313530366483,0.9442002977491021,0.7653389100555607
16,0.5240934833579274,0.5422820040610905,0.5232796448618025,0.5015725214328675,0.47501589346810985,0.46941628565842686,0.5164915030555749,0.5712077196490684,0.5392853639553866,0.5676754089693619,0.4881155042318708,0.5128504541056569,0.34436812579323484
17,0.6129920511249123,0.6545572775128811,0.6429798468115825,0.6115811048914392,0.5852126790126073,0.6203813303314945,0.5925970863702433,0.5830755730320868,0.5899341137779157,0.5522990225409403,0.5473649992239764,0.6943020142579768,0.7644622968297032
18,0.5407181734463891,0.39170926014800933,0.4673465552660253,0.4902299407549028,0.39013856578521156,0.4299243762051886,0.46683484581286505,0.4705962853750906,0.46675934693288207,0.4857131256447716,0.46929622275416716,0.42038006292865127,0.4007558414040596
19,0.7667196743874711,0.7901742303215629,0.7792441962252359,0.6567465782175539,0.8360534034610022,0.723782347394909,0.69586918377716,0.6981326038826029,0.6980863880956045,0.5107683109090727,0.5458548936972467,0.8443183112358643,0.6282041161848115
20,0.5396866018267179,0.5453173426649336,0.5420540641995322,0.5283191137647955,0.5143627720444113,0.5257300081457567,0.487516943636497,0.5181654988164776,0.5069251406406912,0.566195626574859,0.5422732732409605,0.5367470322434222,0.5133133348286989
21,0.6562248805980306,0.6821098829695468,0.6743289999872131,0.6474556088821342,0.6512442980852801,0.6571437814709769,0.6118930809946465,0.6601079861915033,0.6587263384005445,0.5656727725921487,0.4872134959149833,0.7244321590814368,0.5860123845805414
22,0.6668942637091554,0.5924427336817989,0.6703770742935885,0.5562465791673186,0.6180591320548826,0.6125800993902728,0.6139752872348125,0.6198774400280442,0.6137997835534165,0.5738439002391091,0.5071701728717418,0.7441949643640188,0.5083063849466095
23,0.6243563174202511,0.6488798153051698,0.6434678029105323,0.6167217592877069,0.6302753068473997,0.6330084232747769,0.6382305277930792,0.6326469598438382,0.6373625341613881,0.5987159631916589,0.5906931898278313,0.7836344668657981,0.6099226983372861
24,0.7253588166738176,0.6524611421818445,0.6976988020970845,0.614124681418743,0.5648063343659816,0.587770272541388,0.5992159322536854,0.6389688207129418,0.6212508795257361,0.5875258652577997,0.5003746685859707,0.8381445169256663,0.7273629701325357
25,0.6281066704951745,0.5844456422672624,0.6255715574815457,0.5931374188503425,0.5800911239186597,0.6078549163915395,0.5996012848955753,0.600868103576122,0.6024429259721606,0.4835934723637495,0.47150406421293334,0.5920932771506981,0.7165017946471489
26,0.46568485683504063,0.6477666206150727,0.5251020288966277,0.6460247718995282,0.6710376217798063,0.6882148492988769,0.6785645976403599,0.6750197784038825,0.6815020843087252,0.6857501454254042,0.6321002246209355,0.827284284231532,0.3878680786074439
27,0.5402923454179214,0.5112764263655771,0.5350332389939477,0.6031699780884354,0.5357497711591607,0.5626267020184107,0.5955004488719878,0.550966764714381,0.562263429961227,0.601565996888968,0.5549066902681481,0.785517299195407,0.6366764498733588
28,0.5982451459623721,0.5936696266416541,0.6064592636302011,0.5758994068169163,0.6162675036651999,0.6528935386171352,0.6264948035504758,0.619999481984548,0.6244838870730873,0.5307543896069152,0.5300544643793936,0.41194767190437803,0.7768128914987719
29,0.6094262204813495,0.5565184629299482,0.5724502796751751,0.6099443089224006,0.5438756160711021,0.5519569543777091,0.6006109881984559,0.582605535164558,0.5861731787089179,0.6163506740250834,0.5485119386455669,0.7251943303727726,0.6603900809568225
30,0.40685435918078156,0.7711297287417108,0.7033901224000209,0.6757647007005763,0.7038098457353592,0.7300950502152082,0.686089321301129,0.6789178182661953,0.68684778242983,0.6771489330054463,0.6573280479127965,0.8238431945536517,0.5961951261018229
31,0.7263123922911547,0.709567892208143,0.7178477740420212,0.6516110149967291,0.7519539526334478,0.7336460434659376,0.7152553611335778,0.7314808995801358,0.7260834560829497,0.6433623785101765,0.6352656199682982,0.8113711962861914,0.5802065052427043
32,0.8037314485167126,0.7829141035032292,0.8176454639177045,0.8198650976836573,0.8322119677794866,0.8275884174905676,0.8017192315708803,0.7886335801611836,0.7932872316518906,0.5039791484404118,0.46632225766744867,0.9102131100974404,0.8027330079958827
33,0.7109315925736619,0.7840381794044899,0.7469409622213713,0.7376531098249112,0.7747843568473645,0.7741883186228206,0.7432280276433751,0.7299937467057817,0.7356330422413997,0.6380302659994408,0.5046894000021364,0.8748157087281392,0.8985489598718798
34,0.5955029070679821,0.6297264735680178,0.6285045559599132,0.6981943118376153,0.6350476038169268,0.7017642499439021,0.5919395767071313,0.6502432984205433,0.6328815308834266,0.4365739034069417,0.4314231177596386,0.6684886317417129,0.6646870514340956
