,GIG(0) (Black),GIG(0) (White),GIG(0) (B + W),GIG(20) (White),GIG(20) (Black),GIG(20) (B + W),IG (Black),IG (White),IG (Black + White),Gradient,Gradient x Image,Grad-CAM
0,0.6554969195656182,0.6964772479382555,0.6955154600229987,0.6981943293549502,0.730981689388596,0.7295842180168508,0.7186350360216204,0.7333933375203163,0.7328884641436996,0.48285129219527245,0.4572893198734116,0.8862428827075994
1,0.29217664312867353,0.35310729041694877,0.2950002294117352,0.2950359151879987,0.25905661299977145,0.2646320875872471,0.31382117937745946,0.26367831451411583,0.28162383655056894,0.4018739372096015,0.4538512384292258,0.2984014927350723
2,0.6487732014653751,0.6303360042823221,0.6449380641023218,0.5956293060554729,0.6306099550250892,0.6001234491295117,0.5661604509198256,0.5987561185881993,0.580498520524357,0.5728264631252002,0.5435153035458544,0.7476407013590873
3,0.6204724400099011,0.572842163208306,0.6136520115404833,0.554584024784951,0.6557724457123111,0.6244374003018329,0.5969621694983673,0.6082221218309238,0.5981131085192355,0.6158943458068267,0.49791673540417525,0.4989360487849905
4,0.6328537653289247,0.5892844725283073,0.6274647115599761,0.548627976880152,0.6232717668722061,0.60605847469094,0.597388818400031,0.6125723419750779,0.5985895067639067,0.6016117005425593,0.47951944000422553,0.7370980616921247
5,0.7293530413881718,0.7691475791926561,0.77028663906574,0.7293548646991257,0.6823470280502989,0.7158649950509596,0.7056370673844217,0.705352568769832,0.7152250292057952,0.6512325836748463,0.5717451307132856,0.7765694361039678
6,0.5905802868091523,0.6397934062153462,0.6261946906676098,0.6354107496086603,0.5985862584512647,0.6173442136756484,0.6219254442292426,0.5992664008216706,0.61131712375462,0.5649901133254849,0.5258845011138112,0.6933726878417319
7,0.5006181495446987,0.6624407689129322,0.6699211900022577,0.4676362339559307,0.5850190368664793,0.6086491455217601,0.6111214085566539,0.5853342713077653,0.5906122001604639,0.5782183992473707,0.5565853096902617,0.6599942648077913
8,0.6305373812205448,0.6306250830598983,0.6369695396256947,0.6469975603298532,0.6283742177954494,0.6449292556673489,0.5958588159842415,0.596760944913834,0.5980914827298232,0.3947329015266131,0.40804475421849873,0.7465022380516144
9,0.6183150675381708,0.5972777094271008,0.6217334909751289,0.6664222458549194,0.5878225357355565,0.6086724709922862,0.6326034890870557,0.604154367490426,0.6109397166451451,0.5112092411369827,0.44865945462159784,0.7835847112266123
10,0.7424649835162922,0.7528174593994115,0.7721605135108317,0.7748468074188688,0.7431652700086219,0.7675462013961948,0.7573080488512167,0.7553627779124852,0.7618264997165951,0.4804766296606242,0.4612970193061658,0.9230465472503157
11,0.6601557016273943,0.8896923065437121,0.7774981702730547,0.6959748934732752,0.7655884058231401,0.779631868541714,0.8624318680330902,0.8650863761875254,0.8674693094921692,0.8352669732736493,0.7853956302412619,0.7793989275470757
12,0.645242314789599,0.6965055399195126,0.6686737137268448,0.6293419453331766,0.6626132038935316,0.6450415385024603,0.6712686402356576,0.6403796879611325,0.6570781257126016,0.41289099322999334,0.3980565937034889,0.8144791027714239
13,0.5240934833579274,0.5454182940197242,0.5232793553408799,0.5015725214328675,0.47970137482245295,0.46941628565842686,0.5164915030555749,0.5712077196490684,0.5392853639553866,0.5676754089693619,0.4881155042318708,0.5170739716214025
14,0.5409124827238139,0.39165722198144026,0.467441562074144,0.4902299407549028,0.3899671614905047,0.4299243762051886,0.46683484581286505,0.4705962853750906,0.46675934693288207,0.4857131256447716,0.46929622275416716,0.35711957714276465
15,0.7532898985986414,0.8043109622338621,0.7820295127840742,0.6442744438365777,0.8328722511874385,0.7079033888542274,0.69586918377716,0.6981326038826029,0.6980863880956045,0.5107683109090727,0.5458548936972467,0.8724624991933352
16,0.5789019614796059,0.601266998896219,0.5912788232181656,0.5711399901872696,0.5349929631190117,0.5604832023705316,0.5059148933629625,0.5489307931037333,0.5329527005767702,0.6053129259489787,0.5648910278562571,0.550049322303672
17,0.6513987510057602,0.6821263712120196,0.6743289999872131,0.6434088340216473,0.6512442980852801,0.6571437814709769,0.6118930809946465,0.6601079861915033,0.6587263384005445,0.5656727725921487,0.4872134959149833,0.7177448056899927
18,0.6668942637091554,0.5924427336817989,0.6703770742935885,0.5562465791673186,0.6180591320548826,0.6125800993902728,0.6139752872348125,0.6198774400280442,0.6137997835534165,0.5738439002391091,0.5071701728717418,0.7441949643640188
19,0.7253544991640684,0.6524611421818445,0.6976988020970845,0.614124681418743,0.5648063343659816,0.587770272541388,0.5992159322536854,0.6389688207129418,0.6212508795257361,0.5875258652577997,0.5003746685859707,0.8436787201653977
20,0.6280759536862806,0.583482196475817,0.6256561575596191,0.5930989603484027,0.5800911239186597,0.6078549163915395,0.5996012848955753,0.600868103576122,0.6024429259721606,0.4835934723637495,0.47150406421293334,0.6147907524824632
21,0.4656846387279516,0.6479884150345645,0.5251020288966277,0.6460247718995282,0.6710376217798063,0.6882148492988769,0.6785645976403599,0.6750197784038825,0.6815020843087252,0.6857501454254042,0.6321002246209355,0.827284284231532
22,0.5402923454179214,0.5112764263655771,0.5350332389939477,0.6031699780884354,0.5357497711591607,0.5626267020184107,0.5955004488719878,0.550966764714381,0.562263429961227,0.601565996888968,0.5549066902681481,0.7888675108965308
23,0.589174488897848,0.5931265909316046,0.6065295691510941,0.567523220800373,0.6162675036651999,0.6528935386171352,0.6264948035504758,0.619999481984548,0.6244838870730873,0.5307543896069152,0.5300544643793936,0.3645881851127587
24,0.5494962527475551,0.7711297287417108,0.7033915762540818,0.5666517986688504,0.7038098457353592,0.7300950502152082,0.686089321301129,0.6789178182661953,0.68684778242983,0.6771489330054463,0.6573280479127965,0.8238431945536517
25,0.7997748757498144,0.7869606465761187,0.8131829230741184,0.8469689531425464,0.8372436412796327,0.8431939937934456,0.8054820858734004,0.7862956827258009,0.7977449218497228,0.47071028241310475,0.43876227579245763,0.9248425011061651
26,0.7109315925736619,0.7863398749745123,0.7469409622213713,0.7376531098249112,0.7769823028546636,0.7741883186228206,0.7432280276433751,0.7299937467057817,0.7356330422413997,0.6380302659994408,0.5046894000021364,0.8926025154037747
27,0.7493674571391791,0.8088708801610807,0.8117503288667418,0.8252315729207205,0.8583637941791408,0.8372509832329019,0.7396886857627321,0.7872810495165807,0.7671577205783566,0.45592877121210873,0.42249866613411385,0.9016973523101292
28,0.6893099262391242,0.7310378151175976,0.6991830468450513,0.6660499862733749,0.7423832285839569,0.6834217434326446,0.709890949995538,0.7231469552975224,0.7303773648336627,0.5811693581412327,0.537033417100667,0.87047765238078
29,0.5912286537030682,0.6850356666701356,0.6670367244297486,0.6042337501363344,0.6945984485455815,0.684971610388426,0.6750778322864581,0.6825294858326187,0.6953479357915129,0.6769805701646494,0.5885137084313519,0.664498483908597
30,0.5752788989917079,0.5998968364845547,0.6043938958002191,0.6807192965590153,0.787690363596512,0.7827437915871456,0.7095606052244381,0.74688237975227,0.7307127758142089,0.5723639124628496,0.5045706329713768,0.9442896474142868
31,0.5881932660368672,0.44710110431869043,0.5719332248607093,0.524022425438623,0.46360409885428655,0.5272046684859975,0.5867459381476315,0.6209300483845057,0.6203398092949908,0.3547353734058787,0.39729468610037594,0.7606915836921961
32,0.638032784704267,0.4458094350916811,0.5811797298469992,0.593084902508303,0.507728484771636,0.5830124196484255,0.5940961283041541,0.5753422372081369,0.5897590367357582,0.3692087360383005,0.3975671459707895,0.682488768705788
33,0.6409119471518516,0.6194459956060776,0.6355413618222564,0.6606461267702233,0.5164868521697852,0.6011769680168687,0.585360094507666,0.5795541762538587,0.590074015092724,0.582232920257544,0.5341335702316502,0.642120221773168
34,0.563968363953713,0.6207392471072906,0.6042792736594161,0.5486512899758962,0.5492292431893693,0.5621888824480616,0.5703924391565236,0.556539857021529,0.5511273663205936,0.541893086406803,0.5133799862208519,0.4575227306938788
35,0.7061188784349511,0.7465259751035588,0.7303479295894026,0.6610116324544274,0.6272298504376556,0.6842343912375591,0.70293356490263,0.7191565444293534,0.717095796575434,0.5346166855348844,0.5089401781622599,0.8527741954435875
36,0.6545179546534774,0.6096964947287113,0.6423428214323526,0.7201663709793069,0.6993067044818375,0.7131632522754785,0.7182186559862697,0.7344560703631968,0.7261181988753485,0.5791386149785833,0.5224464494732409,0.8756348314404832
37,0.687662974789795,0.9086810676144863,0.8925875562598641,0.5912400387966048,0.91020636027126,0.7768676155690086,0.7535598088747759,0.7301227446755696,0.7320559047831775,0.824450124170267,0.7754780405051627,0.500565920184792
38,0.5100934269985418,0.53256424606553,0.530050497473438,0.5020593033696479,0.530410051869818,0.5239531785561268,0.5080968649349047,0.5195378985349934,0.5205236510220913,0.7340237583311174,0.5934032847658878,0.2615820609636565
39,0.6598064592982802,0.6649213794782716,0.6620537310860563,0.6896276410440756,0.6598296450361203,0.6951709727042645,0.6745417567709915,0.6492522902980347,0.6722216616649246,0.6825971203200222,0.6036697883415765,0.9158053554281719
40,0.8134061945585758,0.826381803894751,0.8388475205308066,0.8267355749022298,0.8327139850096614,0.8311021616675791,0.8290121369322214,0.7905673102019354,0.8258391751133485,0.5349451535935409,0.5044295039273656,0.9358883331730211
41,0.4859570006388488,0.5730891533679561,0.5334355622336526,0.4681250448453427,0.6125356120484824,0.5230668819011065,0.5699705353544671,0.5487128788365824,0.560356805130825,0.6904553164487685,0.6291143342553606,0.4739113110389286
42,0.7307991435406214,0.7052141076262903,0.7359486189540125,0.6872715188787308,0.6880093410277541,0.6860516597564477,0.6894851372251223,0.6738094283007294,0.6832023422187942,0.5546551151423211,0.5386914781253174,0.7185910933620372
43,0.5973336815114141,0.6930193414507451,0.6216600056665116,0.7148321047080531,0.6779249270342909,0.7037639898311592,0.7067061364641551,0.6958462909137451,0.7109830437153065,0.5932512625680395,0.5285597957047907,0.7035262626956393
44,0.40472751086059267,0.4914165696067012,0.4698230761994048,0.6139091988765664,0.5191022616247966,0.5860451403773834,0.5910227045883312,0.6082635404637635,0.5940599707335661,0.3142492602627254,0.3502749073173823,0.4184499462589175
45,0.5365248893901441,0.4790778595931064,0.4957042345546216,0.4690423645177154,0.4667572486080461,0.46185399852242986,0.42463404917023584,0.4167223438272234,0.4099899377770273,0.4174016026046877,0.5074379242109971,0.4081935389029643
46,0.4977542493799223,0.6191837961232826,0.5905689487993736,0.6051506479053741,0.6171349753758776,0.6196280155344124,0.6293102427734716,0.6434402896316912,0.6370392493025075,0.5380351015217555,0.5208689970417781,0.8241810481491296
47,0.6434109637792862,0.6818202859612209,0.6767815382096302,0.6391265152788652,0.6521450827882995,0.672793018850835,0.6340156641066944,0.6687108810860869,0.6642365535524127,0.5544047562631458,0.5329945221214156,0.7821940747794873
48,0.476431718670617,0.4984298225942033,0.4921222996222592,0.44487866059605474,0.4654319891810298,0.4563465188987476,0.45276127345807154,0.4715788582819942,0.4675845214276072,0.5100078489679858,0.49804670356322656,0.40902817431104627
49,0.5379504768579724,0.6088119051203418,0.5478393103880674,0.5624145667588364,0.45262659780377024,0.4787834868215315,0.46902374099814537,0.4348116370000388,0.44327360040567704,0.4284412217658249,0.4617457687910522,0.4369019878606838
50,0.7099149701735192,0.6800981019396298,0.7285189209922749,0.6602975079375597,0.6979111130796057,0.7234913022681696,0.6697520233184888,0.6924590444651513,0.6746567867018134,0.627707762864554,0.5022361591457374,0.888162389708383
51,0.788318194254083,0.6897594349498466,0.7489593535473602,0.6201162241993434,0.6582346549067779,0.6626907874558897,0.6704963701636619,0.6348521306543081,0.657372739968103,0.416461462860207,0.43529189750225783,0.7756222302905089
52,0.8043115880449202,0.7854394235457057,0.8144742773171951,0.7966199742198411,0.7783576116027993,0.7978723753163436,0.7861432247922151,0.7646663566809158,0.7872437165978653,0.5592407559500062,0.4873206125521904,0.9637806465157066
53,0.6231709213374311,0.7408268547737928,0.7107634874484005,0.6536878831259474,0.730397392832755,0.7319919945635281,0.6974841210100344,0.7066768829259422,0.7129151933086202,0.4884880968901194,0.4505731358143851,0.901511699028562
54,0.7947058018756573,0.7576958048644014,0.798622635289216,0.6329357733247243,0.7120948659495251,0.6992966520522962,0.8503417896856298,0.8403891293239707,0.8445843033303045,0.8008648717860326,0.7590292403166627,0.7405830528312058
55,0.6067416543444677,0.6493194716637304,0.6401160787636206,0.6833563915443761,0.6569855265992028,0.6588111274083108,0.6045594227017029,0.6268680529488417,0.6226162949147691,0.3844499711237114,0.37940215870943683,0.44977564641840906
56,0.7281411710332693,0.611291071695051,0.7057229439263499,0.7127714233773436,0.5675947443992929,0.6850552396307967,0.6911614259011724,0.6355975488685769,0.6649982661843994,0.3852051380449648,0.3833222895319097,0.8279900870406864
57,0.4541340177364808,0.646364561779968,0.5037731849410536,0.6062871287115523,0.6559763132969594,0.6345474680887102,0.6428895249065902,0.6619312750188384,0.6538994955372914,0.6115625443778869,0.546187153305659,0.6524225726493893
58,0.6003757195519455,0.6067190085580516,0.6021283498813392,0.613386954583754,0.6516011564030713,0.5941172201228717,0.611856369847535,0.6160667704262011,0.6160309005959885,0.5893525805920334,0.6677466077174692,0.7572259106424309
59,0.578955353032108,0.5980910075858719,0.582659915542404,0.5161355105744954,0.4941369798493309,0.5082739681564901,0.5211853575304689,0.5262071773303733,0.5250039527743656,0.5690068471856963,0.5119914501294756,0.40891028879669244
60,0.7221820480031595,0.7442062007958559,0.7386334496273079,0.7223166028564374,0.7303756031383223,0.7451123848973467,0.6708412928128009,0.6328994780014914,0.6544408071215687,0.4211662581758995,0.43628444665339117,0.8534349125041123
61,0.7039121192091,0.658806847764597,0.6762562395346802,0.6989906113787587,0.6752875054862888,0.6863343009218306,0.6838452237259995,0.690063173303265,0.6897300992606552,0.5234136359099474,0.529253040449344,0.7068900401876484
62,0.6337542823785205,0.5518037257839217,0.6249138137725545,0.7129413191207852,0.6542736061072439,0.7169665403775467,0.6894386761858138,0.7185613618642377,0.7057495792396213,0.4887310785848199,0.45182525522690764,0.9038318015133254
63,0.5768307500485284,0.5362310282954031,0.5734539721814892,0.5305786205176066,0.5327178297590859,0.5441722286967822,0.5602314203773423,0.5416132306358565,0.5550344953284791,0.553527638723494,0.5447475485846359,0.5965212204473636
64,0.6962400335270413,0.7988929856957665,0.8412254965096093,0.6628683583838593,0.8440343928180984,0.8473887283699622,0.8143132568186969,0.820597186450978,0.8248964219227364,0.5609439112269415,0.5196149550559053,0.9205113942820906
65,0.551282493393318,0.6129468119803981,0.600800306989289,0.5206478245729659,0.5014572253752478,0.499616074184263,0.5290374252918817,0.5482635342958007,0.5434011566213921,0.6516398455144712,0.6098134153693341,0.5208582049638861
66,0.4502108923308812,0.6422223003718608,0.5588678571175473,0.6399221587218167,0.6986734617559774,0.6654579783894907,0.6203423640106984,0.6467220624652117,0.6304425416853691,0.47916870510500453,0.508128077277431,0.8332851537745818
67,0.5742708625982016,0.5222647564702897,0.5683446170967232,0.4905933268532258,0.4847853464972274,0.5147846423989384,0.5284022945291338,0.5494318295353253,0.5307167732376273,0.535560738923124,0.576066912789421,0.3637255534832982
68,0.4761690873860355,0.5601017848936028,0.48689962435196954,0.4792404574517949,0.5518206245315753,0.5185094820608678,0.4205308481494586,0.47806191405167764,0.48047025482932737,0.6515261744106398,0.43065053335013653,0.6865895759591822
69,0.8065420690048749,0.6866363801969669,0.8014894316863738,0.7419944163000616,0.7659970997588812,0.7619623737564418,0.7355152626485705,0.7336375966649644,0.7435569122655759,0.45935139696169236,0.44468464257268525,0.8715871729033146
70,0.4394171484462328,0.6800684525594807,0.5145085322698946,0.6251197321337516,0.6566854294814911,0.673625385832805,0.6290234262280182,0.6253806325033382,0.6284499929027327,0.6402462438953969,0.5727832703691049,0.6998188816406392
71,0.7137685079218008,0.7569572659976069,0.741411511286512,0.6575509606581516,0.7481628009363251,0.6916476581303509,0.6207168405675751,0.6017895475627246,0.6063628800274081,0.5618975208700221,0.5269369690009245,0.850018138324451
72,0.6506224664933453,0.6920199870750714,0.6871977457031752,0.626376647142375,0.6561620424943299,0.6776210144031696,0.6872393467920408,0.6080470471307129,0.64454713616104,0.5758603023534317,0.47117784460354906,0.7021950146633902
73,0.7807603693079064,0.7768291124280182,0.791498795501398,0.8038212123966099,0.745427752213941,0.8037308666784839,0.7614368102566018,0.7801779024875515,0.7761789195653923,0.4921945719475803,0.47704277944284995,0.8352623604359761
74,0.569027803648287,0.5654583467159309,0.5715867424263256,0.6007057205169176,0.5657448818748106,0.5955303290014908,0.6088340756375326,0.5753664702162711,0.5840069254274736,0.7209543492616786,0.6462442583819729,0.5295864067970653
75,0.8818731167861711,0.8771648489858449,0.8884314130415711,0.8553595638878817,0.7493203682996176,0.7803341433878518,0.8282364101153219,0.8273851268287463,0.8284799369209284,0.7585580692225968,0.6809141619958632,0.6656492153428806
76,0.8748929223135863,0.8356423512173804,0.8598066648901262,0.7799308281051445,0.7916717438183299,0.8018027770444855,0.7825948369514122,0.7705926807856647,0.7759910143114777,0.5095933988981806,0.45448192492068273,0.9098640397377192
77,0.3737968745713737,0.4588639752657881,0.46256192501554416,0.4327429498166221,0.46539158335790753,0.4570014697841207,0.43084594513408714,0.41791758615776886,0.42459734010690814,0.47789977481102797,0.47161944913479603,0.3823543024554016
78,0.7760130184822776,0.7496132440979045,0.7883802167262809,0.7434890411194037,0.7268287389437507,0.7444470689076277,0.7527580832364562,0.7377008841464813,0.7502223045078017,0.5591027352109388,0.5346960652282128,0.7671169252797772
79,0.7762961601738886,0.7295371437282714,0.8080696361401933,0.614978926715176,0.6031090965585914,0.6527049772904875,0.6725311464347778,0.5835035781316202,0.626271501689446,0.43128569907340425,0.43720407411802226,0.9066224584295429
80,0.6906258466658246,0.6441420288679638,0.6831936012136239,0.6345188013900747,0.5092505585828452,0.6047318609450454,0.6076417119214409,0.6681854610743138,0.6502351687351369,0.6315682131757122,0.5805626783904013,0.6673541119360136
81,0.6916869691277859,0.7130798041229635,0.7116338679090402,0.6394633709876231,0.6351662511496513,0.6417522670617228,0.5732061786083033,0.6011618889438168,0.5819102475980471,0.5961756827652797,0.5433583519128267,0.852046794314703
